username,rating,comment,date;;;;
Langit Cakra bumi,5,recomended,2025-05-29 15:23:34;;;;
Sri Handajani,5,ada keyakinan kalau kualitas toko.dan produk baik,2025-05-29 15:21:36;;;;
Syarif Hidayat,5,good job 👍👍👍,2025-05-29 14:14:07;;;;
Abu Muhammad,5,excellent,2025-05-29 12:50:22;;;;
"Ditya Rasyadiputra,1,""deceitful practices, hidden fees, fake promos."",2025-05-29 11:39:49";;;;
Paulus Rante,5,good services,2025-05-29 11:36:46;;;;
"Oliv Iviv,3,""bagus tapi lemotan, ada internet, gaada internet, jaringan bagus/jelek sama aja lemot, bikin hp cpt panas"",2025-05-29 11:31:13";;;;
Eboo Yuni,5,selalu yg termudah dan terjelas,2025-05-29 11:27:26;;;;
Azyumardi Fadhilah Farid,5,Spx express sangat lamban. edit: sudah bagus,2025-05-29 11:13:33;;;;
"coba coba,5,""cara matikan live video saat pertama buka shopee,bikin org emosi,why not only beranda"",2025-05-29 10:32:20";;;;
Antonius Suparman,4,Ok punya,2025-05-29 10:12:52;;;;
"keisya,3,""pelayanannya bagus, cuman astaghfirullah ngelag banget"",2025-05-29 10:02:37";;;;
"Dela E,1,""super heavy load with all unnecessary videos and animations bombarded the screen topped with obstructing splash screen. being overly strict about how you're supposed to review the product, this app dared to push you into revising your review multiple times just for those tiny amounts of coins. there are also more than enough complaints about large cuts for sellers with no free deliveries."",2025-05-29 09:57:15";;;;
Yonathan sebastian,2,mau lampirkan bukti aja susahe minta ampun...,2025-05-29 09:11:01;;;;
Ambardi Kuswanto,5,make us easy to find everything we need.,2025-05-29 09:05:53;;;;
Alya regina Putri,1,kurir nya gaada yang amanah,2025-05-29 08:03:08;;;;
ojolali Ojo,5,2 kali orderan ga sampe kerumah,2025-05-29 06:46:35;;;;
"salsabila firdausi,1,""Parah banget sungguh, loading lama banget ditinggal semalam suntuk buat kirim foto video untuk proses pengembalian dana dan barang kek apaan tau. Gimana dong ahhh"",2025-05-29 06:04:38";;;;
Currently Cat,1,because no dark mode in the app.,2025-05-29 04:52:07;;;;
Imam khambali Khambali,5,good,2025-05-29 02:18:50;;;;
Gunawan Krisnu Wigati, AMK,5,bagus dan sangat membantu dalam berbelanja online,2025-05-29 02:03:10;;;;
Karyono Wasmin,5,I like to buy everything from Shopee,2025-05-29 01:18:16;;;;
Hartoyo Prawito,5,Aplikasi cukup mudah digunakan dan sngt efektif.,2025-05-29 01:17:33;;;;
Ngakan Günawan,1,Sekarang Sudah tahun 2025 Tolong tambahkan MODE GELAP. Masa kalah sama Aplikasi Tokopedia yang sudah mendukung tampilan Mode Gelap. Please add support for Dark Mode/Dark Theme.,2025-05-28 23:44:12;;;;
"Fajar Angger Mulawan,1,""setiap melakukan transaksi shopeefood maupun cek out belanjaan menggunakan pembayaran seabank selalu download fitu terus, setiap transaksi lohh. bikin lama tau gak akhirnya better beralih pindah aplikasi lain yg gak ribet download2 fitur tiap mau transaksi, bye bye shopee"",2025-05-28 22:33:54";;;;
"Cakra Andika Putera,1,""Pengen pindah ke shopee tapi parah banget experiencenya, setiap lihat produk malah dikasih pop up video terus sialan!!!! Shopee lite lebih enak daripada bloatware ini"",2025-05-28 21:24:53";;;;
star frozen,5,mantap,2025-05-28 21:05:00;;;;
"civils 6 (civils6),1,""customer service ga becus,udh dibilang alasan untuk beberapa penilaian bintang satu tapi balasnya seperti robot tolol"",2025-05-28 20:58:27";;;;
5C-10-Karen Chloe,5,seneng bangeyy,2025-05-28 20:52:05;;;;
"Ayesha Younas,5,""perfect deals, great discount and always first choice for shopping online 🧡"",2025-05-28 20:48:41";;;;
Fikri Ahadian,5,2 kata. Top Banget.,2025-05-28 20:45:23;;;;
"Aditya Widyastuti,5,""nyaman sih belanja pake aplikasi ini, kadang terganggu dengan live yang selalu muncul di halaman awal tp ga apa deh."",2025-05-28 20:43:05";;;;
"Pardan Ali,1,""terlalu banyak fitur tidak berguna membuat ponsel cepat panas, ditambah kenapa harus tayangan live dimasukkan kedalam produk membuat ponsel lag dan banyak chace"",2025-05-28 20:12:05";;;;
Ahmad Ridhani Aufa,5,Ekspedisi shopee express udah berbenah dan oke sekarang. Masih jadi main app untuk belanja online,2025-05-28 20:08:05;;;;
Habib Hafaz Alaydrus,5,shopee the best,2025-05-28 20:04:05;;;;
anton djo,5,thx lebih dimudahkan belanjanya 👍,2025-05-28 19:18:17;;;;
Anggie Sedayu,5,sangat membantu sekali,2025-05-28 18:51:51;;;;
"Faiz Ammar,1,""sangat mengecewakan, saya tidak bisa login melalui whatsapp. saya jadi tidak bisa menggunakan akun itu padahal ada saldo lumayan banyak"",2025-05-28 18:43:54";;;;
Supri handoyo,5,Gratis ongkir,2025-05-28 17:15:04;;;;
"JULI ANTO,5,""semoga jaya slalu ,dan semoga bisa menghapuskan toko2 yg mnjual produk bodong"",2025-05-28 17:03:33";;;;
abhy 46,5,mantap,2025-05-28 16:44:27;;;;
"Roy Martin,1,""aplikasi maling,masa harga barang 100rb saat dana cair malah MINUS 700rb padahal barang cuma 800gr,alasannya dimensi ny berbeda padahal hanya kirim dari jakarta ke pekanbaru,barang jg tegolong kecil berupa gulungan stiker,dan mereka ada kebijakan bila ada selisih ongkir hanya bs claim terhitung 30 hari dari pesanan di buat??heloo kirim ke pekanbaru pake jasa kirim cargo aja mau 10 hari,belum lg brg sampe dana ga langsung cair,masa iya kita disuruh tiap hari pantengin?ayo pindah aja ke tokped"",2025-05-28 16:42:15";;;;
"July Rusman,3,""Saat ini ada fitur yg mengganggu, saat buka aplikasi ini, langsung ke live video dan saat pindah ke beranda bahkan sdh keluar dr aplikasi voice video masih muncul terdengar, harus restart unit dahulu baru berhenti,, sangat mengganggu dan mungkin akan saya hapus aplikasi ini"",2025-05-28 15:14:32";;;;
"Franch Apple,1,""iklannya mengganggu, sgt mengganggu, padahal appnya udah si donlot tapi masih ada juga iklannya"",2025-05-28 15:11:16";;;;
"lovely,1,""why is this app sooooo lagging these days?! like everytime i clicked something, its always """"no internet connection"""" BRO ITS JUST YOUR APP'S PROBLEM AND MY INTERNET IS OK FOR SCROLLING MY SOCIAL MEDIA, SO PLS STOP BLAMING MY INTERNET. 💀 edit : ok i have re-download this app, and it gets WORSE than before."",2025-05-28 13:14:52";;;;
Tehnisi Sarjana YT,5,pengalaman belanja menyenangkan sayang free ongkirnya terbatas,2025-05-28 11:03:05;;;;
"Linda Tandayu,1,""Sebenarnya Shopee itu salah satu marketplace yg oke banget, dan fave saya tapi sering banget lemot dan ga responsif"",2025-05-28 10:50:15";;;;
zahra Laras,1,pelayanan spaylater nya judes bngt,2025-05-28 08:59:53;;;;
IX_34_Cempaka Widowati,1,BAD SERVICE,2025-05-28 07:59:09;;;;
"Fauzi Mashud,4,""cukup memenuhi kebutuhan pengadan barang keperluan.Usul: buat category barang berkualitas premium, untuk mempermudah dan mempersingkat konsumen dalam pencarian"",2025-05-28 07:29:58";;;;
Keyla Feby,5,menurut aku ini apk belanja paling bagus sih ga ngecewain keren banget pokoknya belanja jdi gampanggg,2025-05-28 07:26:05;;;;
Rizky Kaniza,5,oks banget,2025-05-28 06:29:30;;;;
Fitri Asih,5,suka banget 🥰🥰🥰 makasih shopee sudah mempermudah aq untuk mendapatkan apa yg aq cari 🥰🥰,2025-05-28 06:09:17;;;;
Diana Tjiu,5,Good,2025-05-28 05:51:48;;;;
Budi Djatmiko,5,excellent,2025-05-28 05:39:44;;;;
"Kris Sugiyo,2,""ui experience sangat tidak membuat nyaman apalagi setelah membuka app langsung di arahkan ke live, menjadikan aplikasi supper laggy buat ngak nyaman terus malas buat belanja mending ke aplikasi sebelah"",2025-05-28 00:53:26";;;;
Adisty Ayu,1,Setelah di up date malah ga bisa pilih jasa kirim. Super lama hampir seminggu kalo pake shopee express padahal masi satu provinsi apa kabar barangku yang dari china dulu cuma 1 minggu sekarang sampe hampir 3 minggu. Kecewa pokoknya pindah toped aja lah.,2025-05-28 00:19:18;;;;
Abduh Ishaya,5,amazing!,2025-05-27 23:00:58;;;;
Fulu,5,best marketplace,2025-05-27 22:09:07;;;;
"Anas agus Setiono,5,""sangat memuaskan dalam pelayanan, market dan semuanya"",2025-05-27 20:55:24";;;;
"Raynaldo Aprilino,3,""add features for tracking real-time of sending package not just a pict that described the package has been send, thanks"",2025-05-27 20:14:34";;;;
Lexy Belantara,5,Terpercaya,2025-05-27 19:57:28;;;;
timur han,1,HANYA KELEWAT TAGIHAN 100RIBU SEKALI DOANG PAYLATER KE BLOKIR SEUMUR HIDUP..,2025-05-27 19:52:22;;;;
Novell Saleh,5,love it,2025-05-27 19:32:50;;;;
"Luck Hidayat,5,""dulu kurang optimization sering forced close sekarang ringan appnya gk kalah ma yang ijo, mantep retur dulu juga agak agak sekarang mantap jiwa selama bukti kuat dana balik sehari setelah di retur ke kurir gk banding aneh²"",2025-05-27 19:12:03";;;;
Peter Liman,1,bad customer service and too much fake user,2025-05-27 17:14:41;;;;
Moh. Wildan Habibi,1,SPX pengirimannya ga jelas. makin lama aplikasi ini makin ngerugiin. bagusan aplikasi sebelah. seller sama buyer sama2 dibuat nyaman. jaminan paket ga nyampe cuma dana balik dan voucher yg ga seberapa+cuma 3 hari berlaku. aneh,2025-05-27 15:11:55;;;;
Jabor Hassan,5,rekomendasi,2025-05-27 15:01:03;;;;
"Artana Yasa, I Wayan,5,""sangat membantu,.. terima kasih shopee"",2025-05-27 13:24:02";;;;
Eva Silvana,5,good app for online shop,2025-05-27 13:20:50;;;;
elyan nadian zahara,4,Server error terus sudah seminggu,2025-05-27 12:53:25;;;;
"10_Boas Anugrah Christanto,1,""pengiriman lama, cs ga sesuai ga bisa bantu. haduhhh"",2025-05-27 12:49:48";;;;
"Eric Efendi,1,""banyak bug, ganti alamat utama tidak bisa, ganti rekening bank juga tidak bisa"",2025-05-27 12:13:44";;;;
Harry Widjaja,5,semua produk ada asalkan tauk namanya,2025-05-27 11:33:49;;;;
Sisca,4,Saat ini voucher promo yg ditawarkan shopee cenderung gak fair & gak jelas. Kl kouta habis lebih baik dibilang kouta habis itu fair jangan bilang sdh digunakan sebelumnya. Itu 2 kalimat bahasa yg beda banget meaningnya,2025-05-27 10:09:28;;;;
"Yessy Anggun,1,""Mau laporkan kurir nakal, terjadi LAGI. Pas kirim barang narik biaya parkir, padahal gak kena biaya parkir karena pake shopee instant. Catat ya, users and customers Shopee, nama kurir nakal tsb adalah ARI IRFANTO, BUDI HARSONO,ST. Tolong hati² sama mereka."",2025-05-27 10:07:15";;;;
"afei7688,1,""tiap buka aplikasi, selalu nyedot kuota jumlah besar, kalian mau menghabisi kuota orang apa mau jualan, yg bener aja bos!!!!"",2025-05-27 09:34:31";;;;
Samsung A05,5,good app,2025-05-27 07:58:04;;;;
"mayko taka,5,""senang berbelanja di shopee, ga ribet, bila ada retur, cepat pengembalian dananya. step2nya mudah dilakukan."",2025-05-27 07:55:22";;;;
Mo Sofyan,1,Benci banget pas buka shopee langsung shopee video. Mana gak hilang pas pencarian. Rungkaad.,2025-05-27 06:36:51;;;;
Renz L,5,its a good app,2025-05-27 00:38:31;;;;
Muhammad Hafiz Riziq,1,ongkirnya mabok barang harga 8k ongkirnya 30k,2025-05-26 22:01:16;;;;
Alen Pepa,5,mantap,2025-05-26 21:49:40;;;;
satyawati,5,Easy to pay my hp quota by Shopee pay.,2025-05-26 21:43:09;;;;
"Eva Yey,1,""Heran, kmrn toko ditutup krn penalti. naik banding, baru diproses hr ke8,itu juga stlh chat cs, sedangkan banding satu lagi gak diproses sampai penutupan toko selesai. pas udah batas waktu, toko tetap tidak tampil. komplain lg ke cs, sakit jiwa kayaknya bakalan diproses stlh 3hr. toko ditutup sehari aja gak ada penjualan. ini hampir sebulan. sampah banget shopee sistemnya"",2025-05-26 21:28:33";;;;
tiyubib lotheye,5,mantap,2025-05-26 20:54:35;;;;
Bala Nara,5,lengkap,2025-05-26 20:32:48;;;;
Abu Abdillah Adi Nugroho,1,live videonya sengaja menyajikan video perempuan seksi untuk menarik pelanggan..,2025-05-26 19:55:51;;;;
"Honda Impala,5,""murah, pengiriman cepat"",2025-05-26 19:34:11";;;;
"Cahyono Raharjo,1,""Default tampilan pertama kali buka aplikasi menu """"live&video"""" sangat mengganggu dan bikin ga nyaman apalagi suara video nya ga bisa di mute dr setingan aplikasi."",2025-05-26 19:03:05";;;;
"AviantoWahju Nugroho,5,""Shopee aplikasi baik. Persoalannya harus teliti memilih toko dg membaca ulasan2nya. Kalau ternyata masih ditemukan toko yg tidak sesuai dg kejujuran Shopee ya langsung saja beri bintang rendah dg ulasan sesuai fakta tidak baiknya apa agar menjadi pelajaran bagi pembeli lain, pelajaran bagi tokonya, juga perhatian bagi Shopee agar tidak memberi keleluasaan pada toko yg tidak baik yg mencoreng nama baik Shopee."",2025-05-26 18:44:03";;;;
"Tian Tan,5,""excellent, very good"",2025-05-26 18:33:18";;;;
herrisandy budi,1,kalau belanja di sini jangan pake shopee express point bisa-bisa pesanan kita hilang,2025-05-26 17:40:46;;;;
"Yoyok Langgeng,4,""salah satu situs jualan online. dengan harga yang bersaing dengan toko ijo. saya akan kasih bintang lima jika bisa bikin Kuitansi yang seperti toko ijo, untuk laporan pembelian"",2025-05-26 17:28:53";;;;
Rio Bimo Ariotejo,5,great,2025-05-26 17:22:58;;;;
"Hadi Kurniawan,1,""Highly not recommended, this application does not prioritize buyer convenience, and buyer complaints are always ignored."",2025-05-26 16:58:36";;;;
ARIQ FEBRIAN,5,apk belanja online favorit,2025-05-26 16:09:58;;;;
"Mohammad Nurhalim,2,""Shopee is uncomfortable now. When entering the app, shopee live is immediately shown. It should be showing home page like in the past. After updating the app,clearing cache and data but still not solve the problem."",2025-05-26 14:17:31";;;;
braun jack,1,Kalau instan sering tidak dikirim. Padahal butuh cepat,2025-05-26 13:39:18;;;;
"Shifa -,1,""spx nya tolong di perbaiki, masa sesama jkt sudah 1 minggu paket blm sampai juga. Dan juga pengiriman instant sekarang ada rentan waktu 2 hari, ya ini bukan instant namanya"",2025-05-26 13:23:29";;;;
usep ropik nugraha nugraha,5,good,2025-05-26 13:17:45;;;;
Reynold Chandra,4,lapak mantap,2025-05-26 12:59:57;;;;
"Kim Wook,4,""Hei kak, setiap aku belanja menggunakan shopee karena ini terhubung dengan akun email setiap transaksi aku akan mendapatkan notification namun kekurangan yang saya ingin keluhkan dan berharap akan diupgrade juga pada app adalah jejak digital dengan atau melalui media ( ponsel ) apa transaksi ini terjadi. Terima. Kasih atas waktu nya kak"",2025-05-26 12:52:53";;;;
Rifky Saputro,1,makin berat anjirrrrrr.... ya elah mau. blnja aja ribet amat iklan nyaaaa..... bikin bete,2025-05-26 12:35:14;;;;
Teddy fernandes,1,otp via telpon selalu gagal,2025-05-26 12:33:31;;;;
Arief,4,ayolah splaternya d aktifin lg....,2025-05-26 12:29:10;;;;
RG CREW,5,bgus,2025-05-26 12:10:39;;;;
Annisa,5,best,2025-05-26 12:04:21;;;;
Zahwa Zata Amani,1,ngelag banget,2025-05-26 11:39:53;;;;
Mutiara Rabbani,5,👍,2025-05-26 11:19:43;;;;
Riq,3,Shopee going UP!,2025-05-26 10:39:25;;;;
Kodok Koala,5,oke... mantab,2025-05-26 10:27:38;;;;
"Puput Puji,1,""ga jelas, paket stuck di lokasi sortir dari tgl 21 ga ada update lagi. 2 kali beli barang yg sama beda ekspedisi tetap sama ga ada perubahan. cs nya di tanyain kendala nya ga ada di respon, kalo sampai paket yg kedua ini hilang lagi ga ada sampai saya viralkan"",2025-05-26 10:07:07";;;;
Fidian Sururi,5,ok perlu ditingkatkan,2025-05-26 09:52:29;;;;
muid amin,5,User friendly..,2025-05-26 07:08:25;;;;
hendra jaya.s,5,easy use and good app,2025-05-26 06:06:27;;;;
"Bell Zeebub,1,""APK konyol gak bisa hapus akun perkara saldo shopee pay ada Rp. 50,- tapi saldonya gak bisa diapa-apain. Ngegantung penghapusan akun gue kocak"",2025-05-26 05:41:10";;;;
Rahmad Setiadi,5,good,2025-05-26 01:44:46;;;;
Nabilah Ali,2,Super laggy.. Especially since they load directly to the video page..It took forever to load even though I cleared my cache regularly..,2025-05-26 00:58:08;;;;
"pecmeckk mekk,1,""gajelas shopee suka ke check out barang di keranjang sendiri padahal pencet check out juga gaada btw ini udah ke 2× nya kek gini,sumpah ngeselin bat yg kedua kali nya ke check out 2 barang lagi hadehhh tolong dong genahin lagi ini display nya jadi ngerugiin user."",2025-05-26 00:50:15";;;;
"Rizal Yanwar,5,""I use this app daily, I hope they always improved their apps."",2025-05-25 22:39:47";;;;
Rengga W,1,bad UI,2025-05-25 22:32:49;;;;
Temmy Subrando (Timur),1,got permanently banned within 2 days of using the app as a new user,2025-05-25 22:20:04;;;;
Wilda Saputri,1,login di new device masa iyaa dipaksa verifikasi identitas pke face recognition.. knp ga ada pilihan OTP either via email atau no hp atau wa.. atau link another device gtu my toko sebelah.. ini masuk pelanggaran data pribadi ga sih? semua info udh ada disini apalagi yg pke shopeepay ada FOTO KTP.. tinggal collect data muka udah dapet semua customer.. please give another option🙏,2025-05-25 21:56:13;;;;
"TONKA,1,""aplikasi shopeefood tolol gak bica cancle orderan padahal mau ganti orderan bener"""" tolol"",2025-05-25 20:52:35";;;;
"Rio Saudi,2,""for several years now I have always kept my rating of this application at five, but after the incident a few days ago I had to consider giving my rating at five, because the delivery service of this application is very unprofessional, starting from the goods that always go back and forth for three days from DC Depok to Tangsel hub, and after that there were goods that could not be sent because the address was unclear, I'm deeply disappointed!"",2025-05-25 20:05:10";;;;
Ika wahyu Chriswanti,5,love,2025-05-25 19:52:13;;;;
Hari Suryanto,5,marketplace terpercaya sih ... pake ini terus klo belanja.. good,2025-05-25 18:53:35;;;;
Boe Borneo,4,mantapppp,2025-05-25 18:34:04;;;;
Ferdani,1,No dark mode in 2025?,2025-05-25 18:19:24;;;;
Merdian Shintakirana,5,great shopping app,2025-05-25 17:12:50;;;;
Zulfa Sulastin,5,Loving shopee 😘,2025-05-25 16:51:38;;;;
Er NR,5,professional,2025-05-25 16:31:45;;;;
"Agus Mailana,1,""nge war hp sdh dapat, tiba2 dibatalkan sepihak tp ada pemberitahuan"",2025-05-25 16:14:54";;;;
"syafira tifanny,3,""bisa gak Shopee kalau mau update penilaian tuh gak usah cmn bisa 2x, merasa bersalah sering kali trnyt...😞 produknya bagus, + knp JNE gak bisa lagi COD, + gak usah pakai biaya penanganan 😞😞"",2025-05-25 15:17:19";;;;
"Riydeath 666,1,""CUSTOMER SERVICENYA RATA2 BLO OON, ADA MASALAH NGULUR2 WAKTU DOANG GA ADA PENYELESAIAN.."",2025-05-25 14:44:21";;;;
Listy A. Sukendra,3,I change my gadget and cannot sign in with my number and email.. needy face verification but always failed :(,2025-05-25 14:31:23;;;;
"ria seger99,5,""bagus , soalnya bisa kembali uang , soalnya banyak penjual yg tidak jujur"",2025-05-25 14:22:47";;;;
"Luther Bali Art Fusion,5,""mudah digunakan, harga bersaing, pelayanan bagus dan cepat"",2025-05-25 14:15:14";;;;
"OlvYawnz,5,""bagus deh pokoknya, ongkir nya juga ga mahal"",2025-05-25 13:42:34";;;;
"Nadiyya Utami,5,""enaknya : aplikasinya mudah, banyak diskonnya gak enaknya : udah brp kali udh coba kasi nilai dan ulasan sesuai ketentuan dan emg ngsh bintang 5 krn emg bagus barangnya, tp gak dpt poin. asli jadi males bgt ngasi penilaian. bodo amat deh, yg pntg barangnya bagus"",2025-05-25 13:38:51";;;;
Bella santina,1,shoppe BADJINGAN ngapain lu muncul sebagai iklan Mulu di hp gua buat kuota gua cepet abis dasar BADJINGAN gua gamau download lo jadi stop muncul sebagai iklan ya.,2025-05-25 12:24:29;;;;
Mel inda,1,berat kali apk nya suka ngelag padahal jaringan bagus,2025-05-25 12:20:36;;;;
ajputra balikpapan,5,sangat membantu,2025-05-25 11:47:57;;;;
"evi pikar,5,""sudah langganan di shopee, banyak discount dan harga lebih murah"",2025-05-25 11:45:09";;;;
Muhammad Munif,5,Sangat membantu utk support alat alat proyek yg jauh lokasinya dari jakarta,2025-05-25 11:40:34;;;;
iwan budi hermawan,5,selalu ketemu barang murah berkualitas,2025-05-25 10:36:20;;;;
Saeed Adnan,5,bagus bet anjjjj,2025-05-25 10:32:39;;;;
Jale Rizal,1,Fitur buka langsung live mengganggu sekali.,2025-05-25 09:14:00;;;;
Ayuandira Triagustin,1,Super lag and can't even open shop link smh,2025-05-25 08:40:26;;;;
loud wyk,5,nice 👍👍👍👍,2025-05-25 07:30:44;;;;
"naraboshi :3,1,""sistem geblek, dikasi saldo pas Ndak mau, masak beli gini doang disuruh ngutang"",2025-05-25 06:48:06";;;;
"Andri Tri Wahyudi,1,""Aplikasi apa ini, pertama buka bukannya beranda malah masuk shopee video. ganggu banget! terlalu banyak fitur yang gak berguna. beda sama ijo, jauh beda lagi sama amazon."",2025-05-25 05:25:19";;;;
"Ferry Ghica,1,""bebas pengembalian bikin buyer balikin barang seenak jidat sendiri, penjual kepotong biaya kirim, fitur bikin kere penjual"",2025-05-25 05:02:43";;;;
Fathan Narotama,1,kebanyakan livenya,2025-05-25 03:41:00;;;;
"Sebastian Michaelis,1,""annoying force login on web view, and faulty login method"",2025-05-25 02:28:27";;;;
arifph update,5,ok,2025-05-24 23:56:01;;;;
Shania Nursafitri Akbar,5,Great app!,2025-05-24 23:47:02;;;;
Pung Parmadi,5,OK Good,2025-05-24 22:10:26;;;;
Gideon Bryant,1,Shopee sering bermasalah dengan jaringan di saat aplikasi lain tidak ada masalah,2025-05-24 21:02:49;;;;
tambirai gahadza,5,goood app and excellent,2025-05-24 19:47:26;;;;
"Ardany Kurnia,1,""Pelayanan pelanggan tidak memuaskan. maunya dingertiin terus. Giliran pelanggan komplain dan minta pengembalian dana ditahan berhari-hari. Padahal kita bayar gak ngutang. Lucu kebijakannya, mempersulit terus."",2025-05-24 18:51:41";;;;
Ady Chriswanto,5,Nice shop app,2025-05-24 18:31:53;;;;
"Zen Hamid,5,""good place to shooping, with good price too"",2025-05-24 18:26:20";;;;
Tb Buang,5,very good,2025-05-24 17:56:36;;;;
"Nes Roya,2,""the administration fee nownis crazy, gonna change another app."",2025-05-24 17:37:54";;;;
Hasan Dongoran,5,Sangat bermanfaat,2025-05-24 17:11:21;;;;
"Ainun,2,""Buka cabang shopee express di pisangan timur pls, cabangnya jauh² banget.."",2025-05-24 16:58:37";;;;
Indra Prasetya,5,lancar jaya,2025-05-24 16:39:45;;;;
"Yudistira Anak agung,5,""best price,a lot of choises"",2025-05-24 16:37:20";;;;
"Hendi Is Haryadi Subandi,5,""Banyak pilihan barang, transaksi mudah, dan cepat."",2025-05-24 15:57:20";;;;
Armando Verdian,1,Too much extra fee,2025-05-24 15:50:36;;;;
idil akbar,5,saya sangat suka aplikasi ini,2025-05-24 15:37:34;;;;
TH SUKAJADI BDO 05,5,mantap marketplace,2025-05-24 15:14:41;;;;
PD. MGB,5,good,2025-05-24 15:13:06;;;;
Fizria Ardelyta Shafira,5,lebi miring dr toko sebelah,2025-05-24 14:59:48;;;;
raden opiq,5,mudah aman n terpercaya,2025-05-24 14:49:57;;;;
"rossy khrisma,1,""layanan shoopefood nya parah. gak bisa cancel, baik dari resto, pembeli ataupun driver. bisa² salah alamat beda pulau."",2025-05-24 14:38:10";;;;
Romi Putra Pamungkas,1,Lain kali jangan kasih restoran voucher shopeefood deals kalo menunya emang gaada,2025-05-24 13:49:19;;;;
Zacky Putra,4,good,2025-05-24 13:15:24;;;;
"DEN,1,""Shopeefood ampas, harga mahal, kena biaya layanan, voucher pelit pula"",2025-05-24 12:45:57";;;;
cooking2020 release,5,barang2 yg dipesan sesuai deskripsi,2025-05-24 12:42:29;;;;
"Kiwiflyer,1,""the app was slow, so many glitches, freezing. outdated ui"",2025-05-24 11:38:44";;;;
"Annisa Nur,1,""makin lama makin ngaco kebanyakan """"biaya layanan"""", """"biaya lain-lain"""". itu harga toko padal uda naik kadang dua kali dari harga aslinya. belum nanti drivernya minta ganti uang parkir. agak ngotak dong. ini diskon sama aja ga diskon tapi cuma balik ke harga aslinya. [edited] sekarang voucher gratong buat sfood pun dibatasi, agak laen kau shopee. menyebalkan sekali. nambah lagi kritiknya, TOLONG UPGRADE KUALITAS KARYAWAN SPX! sekelas shopee ngilangin barang berulang kali dan kebanyakan dari SPX."",2025-05-24 11:35:43";;;;
"Adeline Vania Kirana,2,""Semenjak update terakhir, pembayaran pakai Seabank lemot bgt. dan sdh berulang kali terjadi spt ini kalau ada update"",2025-05-24 11:18:11";;;;
Rosmaida Sitanggang,5,suka dengan pelayanannya dan memuaskan belanja disini,2025-05-24 11:12:30;;;;
Ade Ardian 14,5,keren,2025-05-24 10:31:43;;;;
Krishna Krishna,5,Reliable and recommended 👍,2025-05-24 10:12:14;;;;
"Rizqi Amalia,1,""suara org live tetep muncul walo dah pindah ke home. app uda di closed tp suara org live msh muncul di background. uda di restart, di hapus cached nya tp tdk berubah. beneran mengganggu dan ngeselinn"",2025-05-24 10:09:16";;;;
Hari Gumanto,1,i cannot uninstall it.,2025-05-24 09:15:46;;;;
Siraz,1,ads sama popup2 iklan nya ga nahan,2025-05-24 07:37:13;;;;
Reza Jett,5,good,2025-05-24 06:26:27;;;;
"isma'ul Khomsah,3,""ini Shopee gimana sih harusnya kalau ada retur barang, disitu kan status sudah dalam pengembalian barang, harusnya jangan nyariin driver untuk mengambil paket, instant lagi nyari drivernya sampe malem pulak, driver yang cancel jadi kena suspend 3 hari gara gara ini, kalau saya bisa cancel saya da yang cancel gimana inii tolong dong perbaiki lagi"",2025-05-24 05:35:13";;;;
"Rifqi,2,""crash so often in android 15, when I open it's frozen and not responding. never happen before but really irritating."",2025-05-24 03:32:07";;;;
"M.Zainul AZMi,3,""asal buka Shopee langsung masuk ke konten video atau live nya, menganggu banget buat malu aja pas di keramain tiba"""" full volume. Tolong perbaiki"",2025-05-24 00:26:51";;;;
"James Riady S.,2,""Live Video Meresahkan (For The Last 1-3 Mont, Not Fixed Yet). Mohon Maaf"",2025-05-23 23:51:59";;;;
"julkifli sitorus,2,""Shoope lebih mengutamakan penjual, masa pembatalan harus persetujuan si penjual (belum lama diorder) tapi sudah harus menunggu restu si penjual."",2025-05-23 21:46:48";;;;
Amar,5,good,2025-05-23 21:12:31;;;;
wahyu pramono,5,banyak fariasi walau perlu hati2,2025-05-23 20:59:10;;;;
"sigit tri atmojo,1,""so laggy and even now not responding, while i can barely watch youtube on 4k like piece of cake on my snapdragon elite phone.. c'mon what in the hell are you doing?"",2025-05-23 20:55:57";;;;
Fandi Alamsyah,5,biaya adminnya kurangin donks,2025-05-23 20:54:09;;;;
"Mystic Night,1,""Banyak penjualnya yang ga bener, barang yang dibeli apa yg dikirim apa, ato barangnya bener tp yang rusak, ato beli bbrp tp yg dikirim g lengkap. Sering banget bermasalah, trs pihak shopee nya juga ngga membantu, penyelesaian masalahnya merugikan pembeli. Garansi Tepat Waktu nya juga sampah. Bikin stress & wasting time banget beli di Shopee!"",2025-05-23 20:38:45";;;;
"Fakhri Mub,2,""mesen shopeefood makin kesini makin lama aja pengantarannya, ini orderannya maksimal dipararelin brp sih? bayar ongkir di shopeefood udah mahal loh itungannya. mboknya dikira2 kalo mau multiple order gini buat kurirnya."",2025-05-23 20:27:00";;;;
Andre Kreznik,5,much better,2025-05-23 20:19:01;;;;
"Widya Ananta Sukma,2,""Actually, it's my favorite apps but the auto-play video/ads is annoying and make my phone get lagging and being glitchy all the time even I did clear the cache."",2025-05-23 20:02:52";;;;
"Etty Supriati,5,""so far so good 👍 this app helps me a lot , i could find almost everything what's my daughter needs from this market place.....thank you"",2025-05-23 19:52:16";;;;
Luqman Hakim,5,bagus membantu belanja,2025-05-23 19:49:40;;;;
