username,rating,comment,date;;;;
rahman arman,5,awesome,2025-12-11 09:51:55;;;;
"Apryan Nugroho,1,""spx instant maling semua, pengajuan pembatalan di tolak, barang ga sampe."",2025-12-11 09:33:40";;;;
felicé,3,tolong aplikasinya jangan lemot banget dong. gedeg bgt gw,2025-12-11 08:20:49;;;;
Juju Jule,1,aps ini makin lemot aja dan banyak eror nya..biaya layanan besar dan kalau ada pengiriman yg terlambat gak bisa bantu dan malah customer yg disuruh hubungin jasa kirim,2025-12-11 07:32:19;;;;
deny r,1,still cant buy steam wallet.,2025-12-11 06:57:37;;;;
"Alfrina Nabila,4,""Terlalu banyak pop up yg muncul. Sistem pencarian yg tidak sesuai dengan hasil yg ditampilkan, apalagi kl mau diurutkan. UI untuk game, laman depan yg terlalu ramai, aplikasi jd berat dan sering lag."",2025-12-11 06:02:37";;;;
"Imam Ramadhansyah,3,""It's a great shopping apps, but the interface is too heavy"",2025-12-11 05:10:34";;;;
Justin Pyter,5,perfect 12.12,2025-12-11 03:52:57;;;;
Dominicko Satrya,1,iklan lu ganggu.,2025-12-11 00:17:55;;;;
Granit marmer Malang,5,mantap,2025-12-10 23:51:14;;;;
Bennz Licious,5,kak ini kan dah 2025 tolong lahh berbaik hati checkout pake fitur pembayaran Qris di dalam aplikasi......,2025-12-10 23:40:04;;;;
"Alrexius Raetama,4,""terimakasih min spaylater/spinjam saya sudah tidak dibekukan lagi setelah 2 tahun. sekarang saya sering menggunakannya dengen tepat waktu, tolong untuk penilaian shopee meternya sering di update, agar shopee levelnya naik, dan mendapatkan kredit lebih banyak lagi, terimakasih"",2025-12-10 22:31:59";;;;
"Linawindy,2,""bagus, tapi iklannya maksa banget, kepencet dikit langsung masuk aplikasi. aplikasinya berat, bikin lag"",2025-12-10 21:09:56";;;;
"I Ketut Adi Sucipta,1,""pengalaman belanja yg kurang memuaskan, terutama pada jasa pengiriman. tidak ada menolak paket, tetapi tiba-tiba pesana dikirim kembali ke penjual"",2025-12-10 21:08:41";;;;
"Nayyy,1,""saya gak suka sama fitur shopee video, setiap buka aplikasi selalu auto ke play video nya. bikin lag hp aja. bisa kali dibikin settingan khusus shopee video biar pengguna gak risih tiap buka shopee auto ke play video? udah fiturnya kebanyakan, cuman nambah lag aja sih walau hp juga mau sebagus apapun :)"",2025-12-10 20:57:04";;;;
"Muhammad Dahri,1,""Biaya subtotal ukuran khusus tergantung jarak dan berat ini kan ongkir namanya. Kalau membebankan ongkir ya jujur aja jangan istilahnya jadi subtotal ukuran khusus. Dan tolong transparan, ini biaya siapa yang terima. Karena Shopee tidak berhak terima biaya ukuran khusus karena penjual yg packing."",2025-12-10 19:34:22";;;;
"Rudy Benedictus,5,""bagus, diskonnya banyak"",2025-12-10 19:20:10";;;;
Miho,1,lokasi untuk shopee food nya tolong dong titik nya disesuain dengan alamat yg kita masukin apa guna nya masukin alamat kalau titik di maps nya beda 😤😤,2025-12-10 19:15:35;;;;
Bayu Sutopo,5,helpfull,2025-12-10 19:12:13;;;;
FromHell,5,mantap,2025-12-10 18:55:43;;;;
stress kau ST,1,kontrol durasi pengiriman sangat buruk. ga peduli pada durasi pengiriman paket oleh kurir. tdk ada target paketny harus diterima oleh pelanggan sesuai jadwal atau tidak,2025-12-10 18:40:49;;;;
Robby Lisan,5,nice shop,2025-12-10 18:37:06;;;;
"Dany Nrh,5,""tolong adain fitur stop video live otomatis, ketika scroool lihat lihat barang kuota 2gb sudah hilang"",2025-12-10 18:35:57";;;;
Ian Topenk,1,Kurir paketnya payah 👎🏻👎🏻👎🏻👎🏻👎🏻,2025-12-10 18:01:09;;;;
Nuz Effendi,5,Good app mantap,2025-12-10 17:20:36;;;;
"Andi Wargaatmadja,5,""Excellence, help my life"",2025-12-10 17:15:44";;;;
Dunia Jasa,5,responsive...,2025-12-10 17:00:08;;;;
Eddy Ss,5,fast and reliable,2025-12-10 16:10:46;;;;
Edhy Haryanto,5,nice apps,2025-12-10 15:05:06;;;;
Iwak Peyek,5,banyak gratis ongkir jirrr,2025-12-10 14:45:02;;;;
"Henokh Edward T.,1,""GA FARE, SELLER DIKENAKAN PENALTI PADAHAL KARENA UPDATE JADI GA ADA NOTIF ORDER"",2025-12-10 13:52:47";;;;
Rudy Wowor,5,reasonable,2025-12-10 13:20:24;;;;
"Bayu Candra,1,""Ini aplikasi shoping, bukan sosmed. Knapa sekarang defaultnya jadi halaman Video? g penting banget. Udah fitur wishlistnya g canggih, g bisa dibuka di browser dan g ada pengelompokan wishlist. Diskon bukan segalanya, mending pake app lain deh dari skg."",2025-12-10 13:20:12";;;;
Red King,1,TIDAK MEMANUSIAKAN PARA DRIVER TERUTAMA SHOPEE EXPRESS.. KIRA2 KALO DISURUH KIRIM MESIN CUCI ATAU TOREN DLL.. KALAH SAMA APP HIJAU YG ADA UKURAN DIMENSI DLL NYA.,2025-12-10 13:07:08;;;;
"Ade Fruandta,1,""hebat betul, shopee mall menjual obat dan vitamin palsu dan di pelihara sama shopee.."",2025-12-10 12:41:17";;;;
"suwarno herman,1,""busuk ekspedisi spx nya, ekspedisi spx nya suka bikin fake order status..... suka nipu penjual padahal barang ngak dikirim tetapi bikin status pembeli menolak barang / pembeli tdk bisa dihubungi lalu barang di kembalikan ke penjual tanpa dikirim ke pembeli. BARU PERNAH NEMU EKSPEDISI JENIS SPX INI"",2025-12-10 12:09:03";;;;
"Angga K,4,""Beralih dari sebelah ke Shopee, dan so far cukup puas"",2025-12-10 10:35:50";;;;
Shazwan Nazhif Al zondana,5,mantep,2025-12-10 10:07:49;;;;
ahmad Irfan,5,josss,2025-12-10 10:06:15;;;;
"Sharif,5,""shopeee terbaik di DUNIA MANAPUN. makasih Shopee, TELAH meringankan segala urusan jual beli ONLINE"",2025-12-10 09:36:43";;;;
"IlhamHR AMD.PB036,1,""After using this app for a long time. The major issue is so many lagging and even sometimes bug suddenly. eg: i want to checkout some items but suddenly back to main screen. and sometimes when i chatting with sellers, it goes back to main screen again. it always like that. and not just once, but it happen multiple times. FIXING YOUR GODDAMN ISSUE!! And there's another major issue, which i want to use some coupon and it appears can't be used at all, but that vouchers still available to use!!"",2025-12-10 09:04:54";;;;
Ugique Stephanie,1,Pengiriman skrng lama banget sampainya gak sesuai dengan yg tertera di apps pdhal sdh tiba di kota tujuan tp gak di proses sampai 4 hari,2025-12-10 08:49:30;;;;
Halim,4,apk sering bermasalah di shope food,2025-12-10 08:05:04;;;;
Indra Susanto,5,Belanja online terpercaya,2025-12-10 07:33:11;;;;
Iva Cute,1,merasa tdk pernah berbuat curang tp tdk bisa klaim koin dikarenakan dicurigai memakai bbrp perangkat atau instalasi utk berbuat curang,2025-12-10 06:58:06;;;;
Radioterapi RSDS,5,The most complete online shopping,2025-12-10 06:37:00;;;;
Paulina Tapia,5,excellent app 100% trusted,2025-12-10 06:35:06;;;;
"Ujang Ariansyah,1,""pengiriman tidak sesuai estimasi yang di berikan, barang pesan Dari tanggal 16 November, estimasi sampai tanggal 27-30 November, di rubah lagi maksimal tanggal 4 December, hari in tanggal 10 December belum juga ada kejelasan kapan barang sampai."",2025-12-10 06:17:26";;;;
Naufal Afkar,1,Gabisa search toko,2025-12-10 06:08:42;;;;
"Liena Susanto,5,""sangat mudah aplikasinya utk order, cek stts dan sesuai deskripsi"",2025-12-10 06:04:52";;;;
Erick Yutu,5,not bad ...,2025-12-09 23:32:13;;;;
"Fatimah Salsabila Darsono,1,""Ada masalah di sistem chat. Setiap saya nge chat seller mana pun, chat saya delay sampe berjam-jam bahkan berhari-hari. Chat dari seller juga kurang lebih sama lama delaynya. Pernah saya kirim chat begitu baru pesen barang, tapi chat saya baru berhasil terkirim ke seller pas barangnya udah nyampe ke rumah saya duluan (delay 3 hari). Min shopee tolong dibenerin, baru saya naikin bintang review aplikasinya. Makasih."",2025-12-09 22:02:49";;;;
"Sri Hidayat,5,""Pengiriman cepat, ongkir banyak disc..jd murah banget. tq"",2025-12-09 21:54:00";;;;
"Harris,1,""makin hari biaya admin makin gede, makin ngaco, kebijakan buat para seller tambah keji"",2025-12-09 20:50:39";;;;
Fitri Dwi Indah Wulandari,5,Aku kasih bintang 5 soalnya pernah dapet masalah langsung cepat selesai dan ditangani dengan baik sesuai harapanku,2025-12-09 20:40:50;;;;
003 Marbela Candra,5,good,2025-12-09 20:34:40;;;;
"Amalia - FSDA - Bellatrix T3,5,""emang ada ya online shop yg ngejamin kepuasan customer nomor 1? ya ada doonggg, ini dia. sumpah deh cuma di shopee gw ga takut beli barang, ga sesuai foto lah, ga suka setelah dipakai lah, semua bisa di return. ya ampuunnn, no toko lain yg bisa nandingin deh"",2025-12-09 20:20:58";;;;
Frank David,5,good app 💯💯👍,2025-12-09 19:21:26;;;;
aDeBanez,5,Good.,2025-12-09 19:18:29;;;;
"Diana Youlita Oktorida,5,""very good,good shopping, good places"",2025-12-09 19:05:55";;;;
Yayon Prayoga,5,keren,2025-12-09 18:42:54;;;;
"Clint Imbar,1,""kerjasama shopee dengan ekspedisi spx buruk sekali, untuk wilayah Sulawesi Utara/Manado, banyak kurir yang sudah terjangkit mencuri uang dari cod barang, sehingga banyak barang yang di retur oleh perbuatan kurir tanpa pemberitahuan ke konsumen..jika begini terus akan membuat rating shopee semakin terpuruk.."",2025-12-09 18:28:42";;;;
"Hendri,1,""S*cks.. Beli barang 2 minggu lebih status cuma proses di sortir spx shopee, complain ribet sampai berhari hari baru di batal ama shopee. Dari awal complain ga batalin, brg jg ga di kirim. Dan dlm seminggu bisa 4x belanjaan yg diproses spx tp ga di kirim. mending ke sebelah aja belanja.."",2025-12-09 17:21:32";;;;
"imandana zolfian,1,""potongan biayanya menggila buat seller. masa kita jual barang 18500 terima bersih 15rebu?. Itu buyer jg kena biaya layanan lho bayar 23rb. Yg benerlah, kita masih ada biaya packing, jual brang murah tp dirampok segitu. itu belum kalo ikut promo. bagi pembelj biar tau aja ini kalo toko offline sekarang lebih murah. jgn ketipu promo2."",2025-12-09 17:11:35";;;;
"niinaa,2,""aplikasi andalan, tapi lama kelamaan makin bikin stress. paketnya pada lama banget nyampenya, estimasinya udah di lokasi tp bisa tbtb kemana mana lagi. aneh banget, semoga cepet di fix deh sebelum semuanya pada pindah ke ti* to* sh*p."",2025-12-09 17:03:28";;;;
Salim Emang,5,good,2025-12-09 16:59:59;;;;
Hazel Nutz,5,shoppee is the best. harga murah ada gratis ongkir lagi....,2025-12-09 15:54:54;;;;
Lincoln Sitompul,5,easy to find anything you need but once I was scammed,2025-12-09 15:32:23;;;;
Archy McFadden,5,Best app,2025-12-09 14:49:22;;;;
linda Trisna Alby,5,memudahkan dan efisien waktu mendapatkan kebutuhan. satisfying.,2025-12-09 14:46:25;;;;
"Adji Aldan,5,""saranku, dikasih no. kurirnya jadi kalo mau infoin apa-apa (misal kek, keadaan terdesak yang bikin kamu keluar rumah bisa infoin dimana kamu nempatin uang sama naruh paketnya dimana) ni kalo buat CoD, kalo buat yang udah bayar mah tinggal ninggalin paketnya aja heheh"",2025-12-09 14:44:10";;;;
Owen,5,always have best thing,2025-12-09 14:40:56;;;;
"Khoirul Azzam,5,""bagus cuyy,cuman yg bikin kesel ongkir nya aja😹"",2025-12-09 13:44:02";;;;
Ly Ri,1,nyusahin. udah segini lama shopee berdiri masih harus potong kualitas video kalo mau ngirim apa2.,2025-12-09 13:31:50;;;;
Fransica Susiani,5,it's interesting and cheaper on Shopee on line market place. Thanks,2025-12-09 13:21:53;;;;
Wahyu Putri,1,voucher diskon cuma bait aja.. begitu dipake langsung dicancel otomatis sama sistem shopee,2025-12-09 13:08:04;;;;
Weny Lai,1,kalau sudah akhir tahun suka asal potong ongkir walau volume berat sesuai,2025-12-09 13:05:56;;;;
"guntur tri indra setiawan,5,""Bagus, bisa dapet free ongkir"",2025-12-09 13:04:30";;;;
Victor Pambudi,5,lebih sering belanja disini daripada offline,2025-12-09 12:49:33;;;;
Dennis Starke,1,aggressive deeplinking,2025-12-09 12:09:08;;;;
"Michael Jonathan,1,""don't be a seller they gonna take your half profit, seller service is bad they not gonna help they just gonna give ya false hope, they gonna kill you slowly by giving only 1 day deadline to deliver customer package, seller product features are very bad and forcefully put unnecessary info even its already there in the first place for others to see, size guide makes you took more time adding products you put a photo it always fail and forcefully make you keep changing and you can't add the product"",2025-12-09 11:58:14";;;;
"Rockstar Dunia,5,""murah harga nya, bagus pelatanannya"",2025-12-09 11:41:16";;;;
Andrie Prakarso (Andrie),5,getting great,2025-12-09 11:09:45;;;;
Haris Candra,1,Proses pembatalan pesanan untuk double order tidak dapat dibantu oleh pihak shopee.,2025-12-09 11:00:13;;;;
Agus Purwanto,4,good,2025-12-09 09:37:16;;;;
Gee Thank,1,whatttt fungsi diskon pengguna baru 10 ribu apaan kalau nggak bisa dipake??? hadehhhhh,2025-12-09 09:13:55;;;;
"Diyah Wulandari,5,""Shopee has always been my primary go to shopping app for all kinds of domestic needs like clothing, cat supplies, multivitamins til the little things like karbol sereh & snacks for kiddos, since Shopee has a wide variations of stuff! Very user friendly app! Vouchers & free shipping (even for sameday & instant couriers since I've joined the VIP) have become main reasons why I always choose Shopee, apart from their capacity of utilizing their own SPX courier - which makes tracking far easier! Joss"",2025-12-09 08:51:21";;;;
Star Boy,1,pajak seller mulai ga masuk akal do 2026,2025-12-09 08:37:59;;;;
"mangkoijime,3,""Ribet bgt lu , pertama verifikasi , pas mau nyobain paylater verifikasi lagi, ini apaan si kocak bgt lu ribet , dikit dikit verif , itu kan udah verifikasi ngapain verifikasi lagi."",2025-12-09 08:30:58";;;;
"Tandy Pranata,1,""banyak review jelek yang tidak di tampilkan shopee toko ada bintang 1 aja msh bisa dapat bintang 5 tokonya, pantes banyak yang kena tipu"",2025-12-09 08:27:40";;;;
Stitha Prajna,1,pengirimam skrng lama bgt,2025-12-09 08:17:06;;;;
"Vonny Natalia,3,""pengiriman pake jasa kirim spx nyampe nya lama bgt.. pesanan dalam pengantaran pagi jam 7.30, nyampe kerumah nya kadang magrib, selama itukah pengiriman nya.. tolong ditingkatkan lg untuk jasa pengiriman nya.."",2025-12-09 08:11:18";;;;
Tirta Kembar,1,sangat tidak recommended masa top up ewallet harus nunggu 1 hari 2 malam baru masuk,2025-12-09 08:01:49;;;;
Bassam Aissa,5,منتج اكثر من رائع وسرعة بالتوصيل وسعر منافس اتمنى لكم التوفيق,2025-12-09 07:06:10;;;;
Endah Pujiastuti,5,Mudah penggunaan Dan juga cpt jg respon penjualnya serta cpt dlm pengiriman,2025-12-09 07:04:27;;;;
Seno Budigiyatno,5,Shopee good anything payment booking hotel also,2025-12-09 04:39:43;;;;
Sopyan Ahmadi,5,hampir smua yg d cari pasti ada dan harga bersahabat,2025-12-09 03:44:14;;;;
"Faisal Syukur,5,""banyak diskon, oke lah buat ngiritt"",2025-12-09 00:43:27";;;;
"Dymas Hudzaifah,1,""Aplikasi tidak melindungi konsumen dari penipuan, CS tidak membantu menyelesaikan masalah. Banyak toko bodong. Gw kena tipu toko bodong nya. Harus komplain berhari-hari ga ada resolusi, cuma dijanjiin voucher yang ga jelas. Itupun sama CS Shopee nya dijanjiin voucher tapi kaga dikirim²."",2025-12-09 00:17:41";;;;
"Dokiokio,1,""kak , jika emang mau full pake AI chat, minimal ai nya bisa baca data setiap pengguna dan seller, customer aku complain, data seller aslinya """"gak bisa cod"""" tp ai shopee chat blng bisa cod ke costumer ku, itu kalian settingnya gmn kah? cmn baca dr 1 pengguna yaitu aturan shopee aja kah? apa gmn? kalau ujungnya ai salah mulu, mnding balik manusia aja kak, gak guna gt AI nya, bukannya membantu malah menyusahkan banyak seller doang. bikin fitur ai chat gak di test dl kah?"",2025-12-08 22:20:14";;;;
Ruslan Sinaga,5,mantap,2025-12-08 22:02:37;;;;
Evelin Silalahi,5,sesuai pesanan dan cepat sampai.,2025-12-08 21:09:16;;;;
Sri Murti,5,cuma satu di hati saya dan market place di hp saya....always shopee.ngk lirik yg lain love shopee💞💞💞💞💕,2025-12-08 20:53:25;;;;
"San Chan,1,""NEED deleted in all notifikasi and status order,not delet one by one"",2025-12-08 20:21:33";;;;
"San San,2,""nitifikasi dan status pesanan tidak bisa dihapus semua,harus hapus satu² voucer makanan ya tambah mahal aja"",2025-12-08 20:12:21";;;;
"Ade,2,""the app feels heavy, and its ui/ux is too crowded, making navigation harder. it also opens straight into live and video content, which slows things down. there are too many unnecessary features, and the app pushes discounts—especially paylater—too aggressively, even giving extra vouchers only for paylater users. shopee is useful, but a cleaner, lighter ui/ux would improve the experience"",2025-12-08 19:53:24";;;;
Hariman Sadewa,5,good app,2025-12-08 19:52:16;;;;
"Fardhan Aldino,1,""do not use any deals in this app, it's a scam. one click, it will sucks all ur money."",2025-12-08 19:41:17";;;;
"MbakMiss Khoi,1,""untuk applikasi sekelas shopee CS levelnya kategori paling low. Susah dikontak, klo dikontak diarahinnya ke chat bot (yg bodoh) uda gt klo mw komplen langsung ke CS ga ada yg live padahal masih jam 7 sore."",2025-12-08 19:40:10";;;;
"04_Amartita Titianya,2,""sangat menggangu. gw lagi buka apk laen mlh ke switch ke apk ini. mana ke akun toko yg sama mulu, kek lgsng otomatis ke toko itu gitu. pdhl uda gw blok tokonya, juga bagian berjalan di latar belakang uda gw matiin dr pengaturan."",2025-12-08 19:28:51";;;;
Hariyudin Salasa,5,nice,2025-12-08 19:13:32;;;;
Alpian Alpian,5,good app,2025-12-08 17:56:45;;;;
"Saiful Khaliq,1,""I had a disappointing experience with Shopee’s dispute handling. The item arrived faulty, I followed every rule, contacted the seller, and returned the product complete, yet Shopee still sided with the seller without fairly reviewing the situation. The seller even sent intimidating messages and insults, but Shopee ignored that behavior. in the end they kept both the item and my money. losing the money hurts, but losing trust in the platform hurts even more."",2025-12-08 17:52:36";;;;
"lucid dayo,1,""bad apps, i wont use this app also stole my money"",2025-12-08 17:37:09";;;;
Edawn CLVZ,3,User-friendly apps. however the search engine is terrible. it often shows products which have nothing to do with what you search. Better luck searching in Google then revered back to Shopee apps for the products you are looking for.,2025-12-08 17:26:04;;;;
Iwenk Kwanzha,1,Aplikasi paling berat di alam semesta...,2025-12-08 16:17:31;;;;
"Kartika Malahayati,1,""Dear shopee, sesungguhnya penggunaan AI di fitur chat ke penjual itu MENGGANGGU banget, dan beberapa kali malah menghalangi komunikasi lgsg ke penjual."",2025-12-08 16:09:42";;;;
"Ika Krishnayanti,5,""simple, mudah, pengiriman termasuk cepat, produk-produknya cenderung lebih murah walau kualitasnya sama dengan yang dijual di marketplace lain. Banyak diskon barang dan ongkir."",2025-12-08 15:45:45";;;;
"satriyo widya,5,""aplikasi sudah lama pakai, tidak ada masalah, search engine nya saja , carinya apa yang ditampilkan tidak fokus dan kemana mana"",2025-12-08 15:27:08";;;;
"Amae Disi,4,""shopee sangat membantu, buat siapa aja, terutama buat emak emak kayak aku yang dikit rempong, sukses selalu shopee, Terima kasih"",2025-12-08 15:01:54";;;;
"Kuriyama Mirai,1,""Barang yang aku beli dalam kurun waktu 2 bulan ini kalau nggak nyampainya sebulanan, barangnya hilang. Aku merasa dirugikan banget. Ekspedisi sangat gak bertanggung jawab. Tujuan saya beli barang di shopee supaya bisa saya pake bukan buat dihilangin terus disuruh ikhlas. Mana tiap melakukan pengaduan, jawabannya template."",2025-12-08 14:51:09";;;;
"Daulah Atthaillah,5,""App nya mudah banget cara pakai dan enak ga perlu keluar buat beli barang karna sudah ada shopee yang bisa pesan lewat hp dan tinggal tunggu datang,ayo download shopee🤍🤍🤍"",2025-12-08 14:28:00";;;;
Antonius Yulihantoro,5,love this apps,2025-12-08 13:49:30;;;;
PENDKOP B 2022,1,Notif tambahan ke layar utama ganggu...,2025-12-08 13:23:28;;;;
"Ayu Citra Widyantara,1,""shopeefoodnya dibenerin dulu dah, aing udah atur lokasi rumah pas pesen malah berubah lokasinya ya Allah, mana gabisa diedit ataupun dibatalin. nyari driver lamaaaaaaa bangeeeettt bikin kesel asli"",2025-12-08 11:56:25";;;;
Om Dep,5,Tempat belanja yang menarik unik mudah sekali utk mencari barang Murah merah n good produk,2025-12-08 11:54:57;;;;
"Arie Undaya,1,""setiap seller salah pembeli selalu dirugikan, dan shopee hanya menerima laporan tanpa eksekusi yg adil. Shame on you. udah laporan hasilnya tetap merugikan pembeli"",2025-12-08 11:06:57";;;;
ACC AHLI 2,1,Masa pesanan yang estimasi awal sampaikan tangal 1 desember sampai sekarang tanggal 8 desember belum sampai dan belum ada kejelasan Sekalian makan aja itu paket Pantes banyak yang pindah dari si Orange jelek ini,2025-12-08 10:43:23;;;;
Mrt,5,sangat membantu sekali,2025-12-08 10:28:04;;;;
Bam Ikbal,5,easiest in everything,2025-12-08 09:59:35;;;;
"Yeontan Kim,1,""PARAH BGT, EKSPEDISINYA SAMPAH, paketku ga ada update pengiriman udh 3 hari, udh lewat dari estimasi juga, ga becus emang ekspedisinya, sampah"",2025-12-08 09:53:57";;;;
Meazza aldi,5,ok,2025-12-08 09:48:21;;;;
Heru Purnomo,4,masih bisa kasi bintang 4. karena : banyak popup loading lebih lamban dr toko sebelah. lainnya oke.,2025-12-08 09:45:15;;;;
Muh paril Paril,5,bagus,2025-12-08 08:58:09;;;;
Juliana Rahman,5,wow,2025-12-08 08:47:47;;;;
sonia naibaho,5,Sangat membantu untuk pencarian produk Indonesia dan Luar Negeri. Memudahkan untuk pembelian produk UMKM meskipun berbeda pulau. Dan penggunaan aplikasi tidak pernah terhambat. semoga semakin berkembang aplikasi shoppe.,2025-12-08 08:43:41;;;;
"Rouf Hidayat,4,""Setelah Update di desember 2025 sering log out sendiri,"",2025-12-08 08:43:01";;;;
Magenta Rachmad,1,kenapa setiap buka aplikasi di arahkan ke shopee video. kan langsung keluar suara keras. udah gitu gak langsung mati suaranya ketika pindah tab. dasar aplikasi kikir,2025-12-08 08:04:59;;;;
Wandi Rizaliano,5,Sejauh ini baik. mudah2an bisa dipertahankan dan ditingkatkan.,2025-12-08 07:29:31;;;;
"Nisa Nuraini,3,""sekarang pengiriman oleh spx sangat lama di gudang terakhir, jadi tolong maksimal di gudang itu cukup 1×12 jam. paket dari jkt ke bdg 2 hari di jalan 2 hari di gudang terakhir."",2025-12-08 07:28:10";;;;
"John Owen,2,""kesal bgt, brg makanan yg di kirim tgl 24 nov sampai skrg blum sampai, itu pasti sdh rusak, gak ada solusi sama sekali,klo COD kita tolak,akan di skor 60 hari gak bisa pakai COD lagi,ini sama dgn lindungi penjual, seharusnya yg di skor itu penjual bukan pembeli,"",2025-12-08 07:21:59";;;;
achy madonk,5,good,2025-12-08 06:39:37;;;;
"Djodi Kusuma,2,""The worst aplication couse the ads always appear, then annoying me"; seller has no good update on the stock;" the sending item does not really match with order: and the delivery quality must be improved."",2025-12-08 05:54:13";;
only student,2,dimana menu Size Chartnya?!🤨,2025-12-08 04:55:51;;;;
Faried Anshori Lin,5,good,2025-12-08 00:11:41;;;;
"Dimitree,1,""Aplikasi berat padahal spesifikasi handphone tinggi, server sering lambat menyebabkan lag dan sistem memerlukan waktu cukup lama untuk refresh."",2025-12-08 00:02:09";;;;
Andre Pradipta,1,Pengiriman lama banget sekarang. Kerjasama lagi gih dengan jnt jne dll,2025-12-07 23:21:19;;;;
TRI TRISNO H,5,satisfied,2025-12-07 23:15:12;;;;
"Millatun Navisah,1,""Kembalikan sistem shopee yang dulu, sistem yang mensejahterakan.. sekarang shopee ada gila-gila nya, banyak kebijakan diberlakukan HANYA untuk memperkaya shopee sendiri dan antek anteknya. Customer (warlok, pegiat UMKM, dll) banyak dirugikan, ambil untung banyak dari masyarakat Indonesia tapi pelayanan semakin buruk! Biaya Layanan semakin MAHAL. GILAAAAAAA KALIAN YA SHOPEE!!! Biaya layanan awal awal seribu perak, naik duaribu perak, naik lagi 2.500, akhir akhir ini 3.000 ";4.000;" 5.000 GILAAAA"",2025-12-07 22:25:59";;
"ristan reknee,5,""until now, everything okay... hopefully it will always okay when I have transactions from and by shopee in the future."",2025-12-07 21:55:43";;;;
Ristiani,5,I like shopping in here,2025-12-07 21:19:59;;;;
Yulisman Yulisman,5,Mantap,2025-12-07 21:17:10;;;;
"Don Pray,5,""udah biasa pake ini jadi beli disini terus, walaupun biaya layanannya naik terus 😭"",2025-12-07 20:32:08";;;;
"Refia Karsista,1,""sy ganti akun, spaylater ngga bs dipindah ke akun baru 🤦🏻‍♀️ skrg diskonnya dikurangi lg 🤦🏻‍♀️"",2025-12-07 20:23:35";;;;
"Aditya Krisnha Permana,1,""SPX mengerikan, barang perlu sekali di protes baru jalan dapet voucher juga ga guna kalo harus ada pembelian minimal dan cuma 10.000 memang paling pas bintang 1 untuk shopee"",2025-12-07 20:14:21";;;;
"Sugeng Edi Srihono,3,""Hasil pencarian produk di aplikasi shopee sudah akurat dan tetapi saat saya klik pada beberapa hasil pencarian, saya mendapatkan ada toko yang disuspend karena telah tidak aktif selama 7 hari tanpa ada tanda pembeda, ini membuat saya membuang2 waktu, karena ternyata toko statusnya tidak aktif. Saran dan yang harus dilakukan dan diperbaiki untuk diperbarui: Jika status toko memang sedang suspend karena telah tidak aktif selama 7 hari, seharusnya ada tanda dengan semisal warna menjadi abu."",2025-12-07 19:22:49";;;;
"Duren Duren,1,""I disliked an uncensored trauma mannequin body on my front page. Even though that product was for educational purposes, I still feel disturbed but shopee just keeps showing it to me despite me trying to remove it. Instead of dissapearing after multiple times of disliking it, it kept popping up constantly and even more innapropriate adult stuff appeared."",2025-12-07 19:16:24";;;;
"Dhiyas Kristiana,1,""BARANG TIDAK DIKIRIM KALO TIDAK AKTIFKAN SPAYLATER DAN SPINJAM, ORANG DISURUH HUTANG PADAHAL MAMPU BELI CASH"",2025-12-07 19:09:35";;;;
"Arien Quinshadhya,1,""TOLONG YA SHOPEE KENAPA STATUS PENGIRIMAN DENGAN SEENAK NYA AJA DIJADUALKAN ULANG ATAS KEMAUAN PEMBELI PADAHAL SAMA SEKALI PEMBELI TIDAK PERNAH MEMINTA HAL ITU, BEBERAPA KALI DIRUGIKAN FITUR INI SAAT BARANG DIBUTUHKAN CEPAT, SUDAH PESAN LAMA DIKEMAS LAMA EHH SAMPE JUGA LAMA DITUNDA PULA DENGAN ALASAN PEMBELI MEMINTA DIJADUALKAN ULANG. PARAH BANGET LAH"",2025-12-07 18:55:12";;;;
"/\\',1,""video iklan mengganggu, dengan fitur autoplay yang susah dimatikan, membuat system UI di perangkat berat untuk loading aja susah jadinya stuck di situ. bisa nggak dibuat sederhana seperti Tokopedia? tanpa embel-embel langsung. nah untuk adminnya, tolong diperhatikan di filter lagi, karena masih sering ditemui seller seller fiktif yang menjurus ke penipuan. sekiranya terdapat indikasi itu dihapus aja akunnya demi keamanan buyer, langkah verifikasi seller harus lebih diperketat lagi"",2025-12-07 18:53:36";;;;
"siti khofiyah,5,""Belanja mudah, dan alhamdulillah bisa dicancel dan uang bisa kembali,🙂 terimakasih shopee"",2025-12-07 18:22:19";;;;
"Andina,5,""Terimakasih Shopee banyak memberi kemudahan. Very good apps, easy and helpful 🙏😊"",2025-12-07 18:06:29";;;;
"Erika Feb,2,""fitur shopeefood kurang, pesanan lebih dari 1 jam gabisa dibatalin terus gabisa chat penjual kocak 👎"",2025-12-07 17:41:27";;;;
Bima Bayuaji,2,Error pada beberapa fitur,2025-12-07 17:34:47;;;;
Zalfa Jauza,5,good,2025-12-07 17:15:15;;;;
sarah audrey,1,jelek,2025-12-07 17:13:14;;;;
"Herman Fersendy,1,""Andai kurir rekomendasinya bukan SPX, mungkin masih dapat bintang 3-4. kurir SPX perlu banyak perbaikan, pengiriman JKT ke Tangerang sudah 1 minggu blm sampai. dilaporkan sudah hampir 24jam ini tidak ada followup dari tim SPX, laporan ke Shopee yg jawab selalu mesin dan ada link cek perkembangan laporan, tp isinya halaman kosong, hadeuh....."",2025-12-07 17:11:56";;;;
